id,raw_text,gender,birth_year,age,zodiac,mbti,height_cm,weight_kg,bmi,hometown,current_location,education,occupation,annual_income,hobbies,personality,has_house,has_car,marital_status,partner_preferences,self_introduction
men_400_374,"编号374

![WechatIMG1198](https://github.com/user-attachments/assets/c43de558-7a24-44c1-b137-d4200004918a)

```
年龄：94年 射手座
出生地：东北黑龙江人
学历：大连理工本科
身高：175cm
体重：一直在宅所以这几年胖了一些。大概75？在控制中
职业：在日本做it开发
口味：东北口味，也偶尔爱吃辣（吃多了上火所以可不能老吃）
兴趣爱好：游戏，听歌，唱歌，最欣赏的男歌手是李荣浩。
中文听男声多一些因为容易学，英语的话就不限制男女了，因为男女对于我口语来说反正都不好唱。
音乐方面说不上天才但是有点天赋。
以前是看动画来日本后反而渐渐不看了。
性格：大多数时间是外向嘻嘻哈哈，偶尔也有不希望别人接近我的时候(很少，原因我也不知道，可能是因为起床气？)。
虽然看起来大大咧咧，但是粗中带细，感情细腻，会有意识记住自己在意的人说过的话和喜好。
心软善良，没有坏心眼，但不是个受气包，只是对陌生人很有礼貌罢了。一旦发现对方不是好鸟直接断。
其他：双胞胎都不一样何况两个陌生人，所以我不会要求对方和我完全一摸一样，两个人应该有一样的部分但是也一定要有不一样的部分。但是有时候悟性不够，如果不经意惹了对方生气的话直接告诉我，绝不重蹈覆辙。

喜欢的女生类型：
93年之后的，看眼缘和感觉（我有点意识流），有点活力，笑点低的。

```

- （",male,1994,31,射手座,,175,75,24.5,黑龙江,日本,大连理工本科,it开发,,"动画, 听歌, 唱歌, 李荣浩, 游戏",大多数时间是外向嘻嘻哈哈，偶尔也有不希望别人接近我的时候，虽然看起来大大咧咧，但是粗中带细，感情细腻，会有意识记住自己在意的人说过的话和喜好，心软善良，没有坏心眼，但不是个受气包,,,,93年之后的，看眼缘和感觉，有点活力，笑点低的,双胞胎都不一样何况两个陌生人，所以我不会要求对方和我完全一摸一样，两个人应该有一样的部分但是也一定要有不一样的部分。但是有时候悟性不够，如果不经意惹了对方生气的话直接告诉我，绝不重蹈覆辙
men_400_372,"编号372

```
个人资料
群昵称 微维
住址：神奈川
家乡：河南
生年：1989
学历：硕士
身高/体重：180/68
爱好：跑步，烹饪，偶尔户外徒步，开车自驾游                  
不抽烟时不时会喝一点酒
工作：目前在一家车企做技术开发，年收700左右
性格：性格稳重，情绪稳定，三观正，遇到问题不逃避，愿意沟通商量。

希望另一半：
91年后的女生，以后会在东京圈长期发展的，
遇到问题可以沟通的，不接受太做作的。
```


- （",male,1989,36,,,180,68,21.0,河南,神奈川,硕士,车企技术开发,700左右,"不抽烟时不时会喝一点酒, 偶尔户外徒步, 开车自驾游, 烹饪, 跑步",性格稳重，情绪稳定，三观正，遇到问题不逃避，愿意沟通商量,,,,91年后的女生，以后会在东京圈长期发展的，遇到问题可以沟通的，不接受太做作的,
men_400_366,"编号366

```
出生年份：1999年
身高：186cm
出生地：浙江
毕业院校：国内211本→早大修士
工作：半导体设计
年收：500+
居住：东京
兴趣：历史 美食  逛街
ISFJ，社会人一年目，工作原因社交圈子很窄，不抽烟，能喝酒但是不常喝。
希望有空的时候可以一起出去玩，一直宅在家里太无聊了哈哈

对对方的要求：
160cm以上（非硬性）
年龄在96-01之间。（非硬性）
工作了的话年收300+，学生党无要求
情绪稳定 愿意交流 E人更好
不抽烟 no ghosting
```

- （",male,1999,26,,ISFJ,186,,,浙江,东京,国内211本→早大修士,半导体设计,500+,"历史, 美食, 逛街",社会人一年目，工作原因社交圈子很窄，不抽烟，能喝酒但是不常喝,,,,160cm以上（非硬性），年龄在96-01之间。（非硬性），工作了的话年收300+，学生党无要求，情绪稳定 愿意交流 E人更好，不抽烟 no ghosting,希望有空的时候可以一起出去玩，一直宅在家里太无聊了哈哈
men_400_362,"编号362

```
88年 男 INFJ 巨蟹座
身高176 体重67.5kg
出身上海 本科上海 广岛大学大学院
工作机械相关 年收税前500+
现居神奈川 工作地东京
永驻 暂时没有将来回国打算

不烟少酒（喝果酒等甜的）
性格和善比较普通，尊重他人
外貌一般，看上去不显老，可能比较令人在意的是光头
兴趣方面以前比较宅，追动画漫画，打游戏（switch和手游）
室内会玩剧本杀 狼人杀等桌游，唱歌，桌球，麻将等一众娱乐活动
户外从去年10月开始，有稍微接触一点新手向爬山和徒步

希望对方
年龄比我小
BMI正常范围
江浙沪加分但不必须，四川成都加分（喜欢吃辣且对著名景点有憧憬：劳资蜀道山）
有兴趣爱好且喜欢分享
遇到事情乐于沟通，吵架也算是沟通的一种
```

- （",male,1988,37,巨蟹座,INFJ,176,68,22.0,上海,神奈川,本科上海，广岛大学大学院,机械相关,税前500+,"唱歌, 徒步, 打游戏（switch和手游）, 桌球, 爬山, 狼人杀等桌游, 玩剧本杀, 追动画漫画, 麻将",和善比较普通，尊重他人,,,,年龄比我小，BMI正常范围，江浙沪加分但不必须，四川成都加分，有兴趣爱好且喜欢分享，遇到事情乐于沟通,外貌一般，看上去不显老，可能比较令人在意的是光头，不烟少酒（喝果酒等甜的），永驻，暂时没有将来回国打算
men_400_361,"编号361

```
90年 上海 未婚未育
身高177 体重61-63kg 正常体格，在努力奔向50+
双鱼座 皮白，看起来应该30不到，声音被夸好听但五音不全
上外+日硕
现居东京，永驻，来日12年 年收600
家里已退休，
无抽烟酗酒习惯，爱吃水果
兴趣
旅游亲近大自然，各种水果狩，滑雪，温泉，岩盘浴
游乐园（富士急），爬山，游泳（最多不淹死）
看电影，童年的日漫 
巨能做饭，偏甜口，最近各种尝试上海早饭
休息日在家做饭饱餐一顿为主，接着打扫屋子
自己：
凡事喜欢沟通，注重倾听，有困难就商量着来，情绪稳定能够包容
皮起来话嘎嘎多，不内耗不冷战，试着尝试对方的兴趣
希望你：
89年～97年江浙沪女生
健健康康不要太胖，真诚，三观合，以后能留日发展
```


- （",male,1990,35,双鱼,,177,62,19.8,上海,东京,上外+日硕,,年收600,"做饭, 各种水果狩, 岩盘浴, 打扫屋子, 旅游亲近大自然, 温泉, 游乐园（富士急）, 游泳, 滑雪, 爬山, 看电影, 童年的日漫",凡事喜欢沟通，注重倾听，有困难就商量着来，情绪稳定能够包容，皮起来话嘎嘎多，不内耗不冷战，试着尝试对方的兴趣,,,未婚,89年～97年江浙沪女生，健健康康不要太胖，真诚，三观合，以后能留日发展,皮白，看起来应该30不到，声音被夸好听但五音不全，现居东京，永驻，来日12年，家里已退休，无抽烟酗酒习惯，爱吃水果，巨能做饭，偏甜口，最近各种尝试上海早饭，休息日在家做饭饱餐一顿为主，接着打扫屋子
men_400_360,"编号360

```
个人资料
家乡：焦作
工作地：东京
生年：1991
职业：IT
年收：800
MBTI：ISTJ
身高：170
体重：65kg
学历：本科
爱好：跑步，健身，爬山，读书
```

- （",male,1991,34,,ISTJ,170,65,22.5,焦作,东京,本科,IT,800,"健身, 爬山, 读书, 跑步",,,,,,
men_400_358,"编号358

```
福建 89年 男 白羊座
身高175 体重67kg 身材匀称 平时有健身习惯
永驻者，小时候来的日本，现住东京
年收700w+ 
不抽烟，平时不喝酒，聚餐时会喝点，无不良嗜好
比较直男，性格温和，情绪稳定，真诚
爱好：健身 球类运动 电影音乐 温泉 美食

希望另一半：
心地善良，性格温和
彼此能沟通，理解，遇到问题愿意一起解决
```

- （",male,1989,36,白羊座,,175,67,21.9,福建,东京,,,700w+,"健身, 温泉, 球类运动, 电影音乐, 美食",比较直男，性格温和，情绪稳定，真诚,,,,心地善良，性格温和，彼此能沟通，理解，遇到问题愿意一起解决,
men_400_357,"编号357


```
老家：日本千叶
国籍：日本
中文水平：HSK五级
出生年：2000年
身高：179厘米
体重：70千克
星座：摩羯座
学历：关西学院大学经济系统 本科
家庭背景：独生子
职业：公司职员 （在东京电力的子公司工作，很稳定）
现住：千叶县千叶市
爱好：旅游，卡拉OK，喝酒
业余时间：跟朋友一起去玩玩
生活方式：不抽烟

我对中国文化感兴趣，所以我学了中文。
我喜欢筷子兄弟，乌兰图雅，凤凰传奇等等。
我很认真地在寻找一段稳定，长期的关系，
希望我们可以一起成长、互相支持。

希望对方
①未婚未育
②无不良嗜好(抽烟，酗酒，赌博，药物滥用等)
```

- （",male,2000,25,摩羯座,,179,70,21.8,日本千叶,千叶县千叶市,关西学院大学经济系统本科,公司职员（在东京电力的子公司工作）,,"乌兰图雅, 凤凰传奇, 卡拉OK, 喜欢筷子兄弟, 喝酒, 旅游, 跟朋友一起去玩玩",很认真地在寻找一段稳定长期的关系，希望一起成长互相支持,,,,未婚未育，无不良嗜好（抽烟，酗酒，赌博，药物滥用等）,我对中国文化感兴趣，所以我学了中文。我很认真地在寻找一段稳定，长期的关系，希望我们可以一起成长、互相支持。
men_400_352,"编号352
  
![WechatIMG3270](https://github.com/user-attachments/assets/93e2e217-af1c-4d6f-95ec-086fac47de85)

```
年龄：94
身高：181
体重：72
工作：IT
年收：500左右
籍贯：吉林长春
关于我：
情绪稳定，一般不会发脾气。善于沟通，性格随和。不抽烟，偶尔少喝一点酒。
喜欢美食，平时会自己做饭。喜欢小动物，以后想养条狗。
自己的话偏室内一些，有女朋友的话回想多出去玩。
未来打算留在日本，对未来有自己的规划，以结婚为目的恋爱。

期望对方：
年龄90-99，不要太胖，BMI正常范围，会注意自己健康。
不冷战，有问题能沟通，不要把分手挂在嘴边。交往后，希望可以主动表达自己的想法。
享受生活，愿意尝试一点新鲜事物。
```

- （",male,1994,31,,,181,72,22.0,吉林长春,,,IT,500左右,"做饭, 小动物, 美食",情绪稳定，一般不会发脾气，善于沟通，性格随和,,,,年龄90-99，不要太胖，BMI正常范围，会注意自己健康，不冷战，有问题能沟通，不要把分手挂在嘴边，交往后希望可以主动表达自己的想法，享受生活，愿意尝试一点新鲜事物,情绪稳定，一般不会发脾气。善于沟通，性格随和。不抽烟，偶尔少喝一点酒。喜欢美食，平时会自己做饭。喜欢小动物，以后想养条狗。自己的话偏室内一些，有女朋友的话回想多出去玩。未来打算留在日本，对未来有自己的规划，以结婚为目的恋爱
men_400_349,"编号349

![WechatIMG1073](https://github.com/user-attachments/assets/26c74991-e6ae-4dad-86c3-e1adb60b7463)


```
年龄：94年
籍贯：山东
身高：175
学历：本科
基本情况:来日五年，在神奈川做设计，年收500+

兴趣爱好：篮球🏀，旅游，兜风，摄影
希望对方：温柔真诚，有共度余生的打算
```

- （",male,1994,31,,,175,,,山东,神奈川,本科,设计,500+,"兜风, 摄影, 旅游, 篮球",,,,,温柔真诚，有共度余生的打算,
men_400_348,"编号348

```
个人资料
住址：东京
家乡：河北 承德
生年：1988年10月(天蝎)
学历：吉林外国语大学(英语日语双学位)，庆应(商科)
MBTI：没整。。。
身高：175
体重：80kg
爱好：羽毛球，健身，烹饪(拿手菜：锅包肉，雪棉豆沙，
东坡肉，红烧排骨等)，读书，泡温泉，偶尔旅游，开得一手好车
不抽烟不喝酒(不介意另一半稍微喝点)
有房无车
目前在一家外国咨询工作，年收700+
性格：
外冷内热，话不多，平时微信很少聊但喜欢见面聊或者语音聊，
愿意给另一半做饭的居家型天蝎暖男，三观正，愿意倾听愿意商量

希望另一半：
88年后的女生，以后会在东京长期发展的，不太希望对方有纹身，不接受太做作的。
希望找个能接受彼此的身高相貌身材，有些共同话题和爱好，
在有感情的基础上把彼此当作“队友”，互相依赖互相帮助，把小家庭的日子过好。
希望对方一年内有结婚打算。

```

- （",male,1988,37,天蝎,,175,80,26.1,河北承德,东京,吉林外国语大学(英语日语双学位)，庆应(商科),外国咨询,700+,"东坡肉, 健身, 偶尔旅游, 开得一手好车, 泡温泉, 烹饪(拿手菜：锅包肉, 红烧排骨等), 羽毛球, 读书, 雪棉豆沙",外冷内热，话不多，平时微信很少聊但喜欢见面聊或者语音聊，愿意给另一半做饭的居家型天蝎暖男，三观正，愿意倾听愿意商量,True,False,,88年后的女生，以后会在东京长期发展的，不太希望对方有纹身，不接受太做作的。希望找个能接受彼此的身高相貌身材，有些共同话题和爱好，在有感情的基础上把彼此当作“队友”，互相依赖互相帮助，把小家庭的日子过好。希望对方一年内有结婚打算,
men_400_347,"编号347

![WechatIMG1023](https://github.com/user-attachments/assets/8a93736a-4725-49a8-9735-e8cc508979ce)


```
现住：东京
出生地：广东
性别：男
出生年份：2000
身高体重：178/65
学历：本科
mbti：istj
爱好：电影 音乐 city walk
性格：有些内向，慢热型
其他：目前大学院在读，不抽烟，偶尔喝一点小酒
希望的另一半：年龄相差不大，乐观开朗，无不良嗜好
```

- （",male,2000,25,,ISTJ,178,65,20.5,广东,东京,本科,,,"city, walk, 电影, 音乐",有些内向，慢热型,,,,年龄相差不大，乐观开朗，无不良嗜好,目前大学院在读，不抽烟，偶尔喝一点小酒
men_400_346,"编号346

![WechatIMG1002](https://github.com/user-attachments/assets/6e718e5f-a406-42aa-b615-2708299f2c59)

```
关于我：身高180cm、体重65KG、生于1982年、
狮子座、南京人、职高学历、离异（女儿随前妻）
于2024年9月24日来到日本，技能实习1号签证，在千叶从事农业工作；
除抽烟外无不良嗜好；爱干净、不暴力、会做饭、无纹身、工作稳定、
生活规律、身体健康、无宗教信仰、生活习惯良好；

关于她：爱干净、不暴力、不抽烟、无纹身、工作稳定，
生活规律、身体健康、无堕胎经历、无宗教信仰、
生活习惯良好，有长期留日计划 。
```

- （",male,1982,43,狮子座,,180,65,20.1,南京,千叶,职高,农业工作,,,爱干净、不暴力、会做饭、工作稳定、生活规律、身体健康、生活习惯良好,,,离异,爱干净、不暴力、不抽烟、无纹身、工作稳定、生活规律、身体健康、无堕胎经历、无宗教信仰、生活习惯良好，有长期留日计划,除抽烟外无不良嗜好；爱干净、不暴力、会做饭、无纹身、工作稳定、生活规律、身体健康、无宗教信仰、生活习惯良好
men_400_344,"编号344
  
![WechatIMG993](https://github.com/user-attachments/assets/cb691bc3-6064-43a6-a786-f52e5e41f23e)

```
个人资料
家乡：辽宁 大连
生年：1999年6月
职业：现明治MBA在读
MBTI：INFJ
身高：177
体重：65kg
最终学历：明治修士
爱好：羽毛球、健身、网球，黑胶唱片，做饭，滑雪，台球，
保龄球，贝斯，单簧管，精酿啤酒，国内家里3只黑猫。
平时不抽烟 但是偶尔会喝酒。一周会喝2～3次
但是肯定会控制着量，不会喝到宿醉的程度。
今后打算：现在修士一年下半学期正在寻找实习。
毕业之后目标是大手商社或者海运专门商社、メーカー。
有长期在东京发展的打算。
性格：见生人会i但是日后会越来越熟 更倾向于倾听。
有着很规律的作息，性格踏实稳重，情绪稳定。
三观正，偶尔不太会表达自己的想法，比较标准的顾家巨蟹男哈哈。

希望另一半：
以后会在东京长期发展
知书达理，日常合得来，开朗爱笑，积极向上。
```

- （",male,1999,26,巨蟹,INFJ,177,65,20.7,辽宁 大连,,明治修士,明治MBA在读,,"保龄球, 做饭, 健身, 偶尔喝酒, 单簧管, 台球, 国内家里3只黑猫, 滑雪, 精酿啤酒, 网球, 羽毛球, 贝斯, 黑胶唱片",见生人会i但是日后会越来越熟，更倾向于倾听，有着很规律的作息，性格踏实稳重，情绪稳定，三观正，偶尔不太会表达自己的想法，比较标准的顾家巨蟹男,,,,以后会在东京长期发展，知书达理，日常合得来，开朗爱笑，积极向上,
men_400_342,"编号342

![WechatIMG2645](https://github.com/user-attachments/assets/7cf2c485-3a9d-469a-88b9-6c7c5951606e)


```
个人信息： 1985年 水瓶座 身高180cm，父母国家电网公司退休。
出生地：上海
国籍：加拿大 
工作地：东京
学历：硕士
爱好： 开车 前沿科技  骑车 
收入：折合年收入800万日元

希望对方： 37岁或以下 本科学历或以上。
身体健康 通情达理 三观正 与人为善 无不良嗜好 无不良历史 无大额负债。无子女。 
最好未婚。
```

- （",male,1985,40,水瓶座,,180,,,上海,东京,硕士,,折合年收入800万日元,"前沿科技, 开车, 骑车",,,,,37岁或以下 本科学历或以上。身体健康 通情达理 三观正 与人为善 无不良嗜好 无不良历史 无大额负债。无子女。最好未婚。,
men_400_340,"编号340

![WechatIMG970](https://github.com/user-attachments/assets/c9ea759e-7759-4380-a971-c208eaf2c243)

```
身高180，体重70、86年、不吸
烟，不喝酒，无纹身，不烫头。
来日13年，老家是黑龙江牡丹江，日本大学毕业，营业，日本国籍。
年收400+，日本有自己的房子。
会讲，英文、日文。喜欢运动，健身，游泳、电影，KTV，篮球，做美食。
为人性格开朗，积极向上。
一直忙于学业和工作，至今未婚。现在想找个合得来的女生交往，
想找个没有婚史，单身的温柔的女生，年龄最好在26-33区间。

（现在着急结婚，理想处一段时间就结婚，婚后想马上要孩子，
如果只想想谈恋爱或者想先聊着慢慢再找的请绕道，只想找个诚信过日子的）
```

- （",male,1986,39,,,180,70,21.6,黑龙江牡丹江,日本,日本大学毕业,营业,年收400+,"KTV, 做美食, 健身, 游泳, 电影, 篮球, 运动",性格开朗，积极向上,True,,未婚,想找个没有婚史，单身的温柔的女生，年龄最好在26-33区间，现在着急结婚，理想处一段时间就结婚，婚后想马上要孩子,来日13年，日本国籍，会讲英文、日文，一直忙于学业和工作，至今未婚
men_400_339,"编号339
```
河北人，89年的天蝎座，未婚未育。身高161，不胖不瘦。
住在大阪，来日本第六年，日语N2，一直做设计工作。
父母健在，一个姐姐已经结婚在国内。
```

- （",male,1989,36,天蝎,,161,,,河北,大阪,,设计,,,,,,未婚,,
men_400_338,"编号338

![WechatIMG956](https://github.com/user-attachments/assets/eee8cffb-a842-449d-9a47-5322c012bc2c)


```
94年，
【出生地】福建福州
【居住地】东京
【身高】170
【学历】本科
【工作】IT程序员
【收入】500+
【婚歴】未婚单身
【MBTI】INTJ（喜欢学习和思考）
【爱好】
主にインドア派、アウトドアも好き
旅游
料理
读书
游戏
电影（迪士尼，黑客帝国，复仇者联盟，蝙蝠侠，教父，12怒汉，指环王，盗梦空间。。）
摄影
开车
【性格】
温和稳重優しい
不抽烟 不喜欢喝酒 无不良嗜好
【资格证】運転免許、日本語N２、英検IELTS5.5
【資産】預貯金

未来打算长居日本，打算结婚
希望对方：90后，身体健康，身高150+，性格温柔真诚、人品好，能互相尊重理解
```

- （",male,1994,31,,INTJ,170,,,福建福州,东京,本科,IT程序员,500+,"12怒汉, 复仇者联盟, 开车, 指环王, 摄影, 教父, 料理, 旅游, 游戏, 电影（迪士尼, 盗梦空间）, 蝙蝠侠, 读书, 黑客帝国",温和稳重優しい、不抽烟、不喜欢喝酒、无不良嗜好,,,未婚单身,90后，身体健康，身高150+，性格温柔真诚、人品好，能互相尊重理解,未来打算长居日本，打算结婚
men_400_337,"编号337

```
概况：男，99年生人，东京顶级公立大学理工科博士在读，
INTP，无不良嗜好，身高177cm，体重69kg。有欧美留学经历
现居地：东京都
未来计划：主要是科研工作者，可能在高校也可能在企业。
最近一段时间在考虑在东京买房的事情
兴趣爱好：比较宅，偏二次元一点，动漫游戏都略有涉及，喜欢硬科幻。
业余时间做一些偏保守策略的投资。

对另一半的要求：
98年以后，正经大学毕业（即学历本科以上），身高体重外貌正常，
身材匀称，情绪稳定，三观契合，能够包容，比较独立，可以共同进步的
```


- （",male,1999,26,,INTP,177,69,22.0,,东京都,博士在读,科研工作者,,"保守策略投资, 动漫, 游戏, 硬科幻",比较宅，无不良嗜好,,,,98年以后，正经大学毕业（即学历本科以上），身高体重外貌正常，身材匀称，情绪稳定，三观契合，能够包容，比较独立，可以共同进步的,
men_400_333,"编号333

![WechatIMG944](https://github.com/user-attachments/assets/abd0bf32-2875-440b-a194-00c7d1cf9adb)

```
微信名：廾匸
出生     ：1996（属耗子的）
身高体重：185/172（正在减肥中）
性格     ：外表冷酷（内心火热）
工作     ：介护（今年四月刚入职）
择偶标准：155以上，年龄上下不超过五岁，身材偏瘦，
性格开朗乐观向上，希望在生活上彼此互相鼓励进步。
```

- （",male,1996,29,鼠,,185,86,25.1,,,,介护,,,外表冷酷，内心火热,,,,155以上，年龄上下不超过五岁，身材偏瘦，性格开朗乐观向上，希望在生活上彼此互相鼓励进步,
men_400_332,"编号332

```
【个人简介】

90年来自南方，169/57(偏瘦)，IT(个人事业主)
年收1000➕
兴趣爱好：摄影，自驾(有车)，旅游，喜欢户外，偶尔喜欢喝甜的酒(例如鸡尾酒)。
性格：I人，真诚，顾家，有责任感，通常考虑别人比自己多一些。

【期待的另一半】

文静，性格好，温柔善良，重要的是孝顺。
不能有纹身，不要太胖。

【展望未来】

希望可以和她自驾旅游，给她拍照 ，带她吃好吃的。
合适的话（一年左右）谈婚论嫁。
明年有购房打算。
```


- （",male,1990,35,,I,169,57,20.0,南方,,,IT(个人事业主),年收1000➕,"偶尔喜欢喝甜的酒(例如鸡尾酒), 喜欢户外, 摄影, 旅游, 自驾",真诚，顾家，有责任感，通常考虑别人比自己多一些,False,True,,文静，性格好，温柔善良，重要的是孝顺。不能有纹身，不要太胖,
men_400_330,"编号330

![WechatIMG931](https://github.com/user-attachments/assets/02d11a45-55e3-467b-beb6-65ac5c5548d3)

```
微信名字：lyon
老家：广东省
现居住：日本东京
年龄：1993年
现工作：IT
年收：750w+
签证：人文
学历：大学
身高/体重：177/70
爱好:爬山.散步

比较偏理工男，平时工作比较忙，三观正，对待感情认真

择偶标准
1990以下 163+，喜欢圈子简单的，对待感情认真的，能玩到一起最好。
```

- （",male,1993,32,,,177,70,22.3,广东省,日本东京,大学,IT,750w+,"散步, 爬山",比较偏理工男，平时工作比较忙，三观正，对待感情认真,,,,1990以下 163+，喜欢圈子简单的，对待感情认真的，能玩到一起最好,
men_400_329,"编号329

![WechatIMG927](https://github.com/user-attachments/assets/7d3844ae-99ce-4a59-bb18-05bdf11f3ff9)

```
年龄：96 东北人
星座：天蝎
身高：175 体重83公斤左右有点偏胖
性格：非常内向
目前在横滨住
爱好：游戏 小说
择偶标准：乐观开朗 粘人一点
```



- （",male,1996,29,天蝎,,175,83,27.1,东北,横滨,,,,"小说, 游戏",非常内向,,,,乐观开朗 粘人一点,
men_400_327,"编号327

```
男97年东北黑龙江，
181/80
现居地東京上野
爱好：逛街 吃好吃的 旅游和钓钓鱼
接触新鲜事物 心情好时喜欢做点好吃的
理想异性：有缘的话希望碰到一个性格开朗温柔的女孩，
其他的不是很在意主要脾气合的来就好我个人性格比较随和，
希望碰到一个互相喜欢走到最后一步的人[嘿哈]
```

- (",male,1997,28,,,181,80,24.4,黑龙江,東京上野,,,,"吃好吃的, 心情好时喜欢做点好吃的, 接触新鲜事物, 旅游, 逛街, 钓钓鱼",随和,,,,有缘的话希望碰到一个性格开朗温柔的女孩，其他的不是很在意主要脾气合的来就好,希望碰到一个互相喜欢走到最后一步的人
men_400_323,"编号323

![WechatIMG736](https://github.com/user-attachments/assets/8e353237-99f5-4ab6-8429-5c5b72eacef8)


```
个人资料
家乡：大连
坐标：琦玉草加
生年：1997
职业：上市公司正社员
年收:    500+
星座：水瓶 
MBTI：estj
身高：178
体重：80
学历：语言学校+本科
爱好：旅游 自驾游  听歌 

个人不吸烟  朋友圈干净 
 不熬夜 情绪稳定
有车 有购房打算

期待的关系：
 陪伴 鼓励 支持 信任 

期待的理想型：
92-00年 性格开朗、 合眼缘、喜欢旅行 身高165以上本科或以上学历；
 在东京 或琦玉工作，年收500万日元以上；
 不吸烟、不邋遢、身体健康 无特殊不良嗜好  。
```


- (",male,1997,28,水瓶,ESTJ,178,80,25.2,大连,琦玉草加,语言学校+本科,上市公司正社员,500+,"听歌, 旅游, 自驾游",个人不吸烟 朋友圈干净 不熬夜 情绪稳定,,True,,92-00年 性格开朗、合眼缘、喜欢旅行 身高165以上本科或以上学历；在东京 或琦玉工作，年收500万日元以上；不吸烟、不邋遢、身体健康 无特殊不良嗜好,
men_400_319,"编号319

![WechatIMG607](https://github.com/user-attachments/assets/f8220c91-a78c-4624-9699-e4f94e2c01b7)

```
【基本信息】：
2002年，男，福建人，现居东京北新宿大久保，身高181/体重74kg，2022年来日，ESFJ，
对宠物过敏，不抽烟不喝酒，原生家庭和睦，独生子，日语水平N1是23年拿的日常交流没问题不过专门话题一些太难的名词需要查。

【专业】：本科中央大学IT相关计算机科学专业2024年入学

【性格】：
比较好商量，有主动能动性，积极发现解决问题，接触感兴趣的事物，能和对方换位思考得出一个双方都比较同意的方案，不太喜欢吵架，偶尔喜欢抽象和逗人玩。

因为过去总是期望太高没达成后数落自己，现在在自我催眠努力过了即便失败也没关系。能努力就多努力一些不过累了也就休息休息这样的态度，朋友心情不好的时候会主动想办法让他开心。会和大部分人搞好关系，但很好的朋友只会保留聊得最投机的几个。

【爱好】：
平时除了上学之外爱好大概是看动画，打游戏，吃好吃的（比较喜欢吃辣，水果，肉类），以及听音乐（日语为主也有一些偶尔听到喜欢上的各种语种曲），平时会去健身房和卡拉OK。

算是二次元，喜欢有趣的事物知道一些梗（但不喜欢别人乱刷）看一些番手游二游端游（主要是协作类PVE可以和朋友聚会，以及roguelike或者是刷子类RPG，FPS也会玩）除主机基本都会感兴趣就去试一试。游戏和动画都了解不少但比较少积极参与线下活动或是加相关讨论群什么的。

比较宅不太喜欢出远门但还是会让自己多多出门去逛逛转换心情，可以加上微信有很多生活会记录在微信QQ朋友圈空间之类的相册中，也希望对方可以和我交换一些对过去生活的记录让我更好地了解对方。

【将来规划】：
考研/就业，对图形学方向感兴趣，未来几年的主格调主要是保持学习和放松的平衡，以及提升自己包括专业，社交，健康等多方面上的能力。未来个人想要结婚但可能不太想要小孩（经济负担觉得有些重，不过也还是很遥远的事仍需考虑）。


【希望另一半】：
在东京，年龄与我相差不到5年，有一定上进心不过也不会把自己逼得太狠，能有比较相近的爱好或是专业上的追求可以相互分享或是互相促进会更好，也相对比较宅但有主观能动性会去积极接触自己感兴趣的东西，试着尝试没尝试过的新事物。能够在努力的时候互相鼓励，难过的时候相互安慰，一起进步。

有一定接话的情商能聊得来生活格调轻松一些，性格比较温和能客观角度换位思考商量事情，无烟瘾，酒可以喝虽然我不太行不过我会偶尔陪朋友喝，真诚一些有什么事可以说出来商量。原生家庭和睦，是独生女会更好一些些。
```

- (",male,2002,23,,ESFJ,181,74,22.6,福建,东京北新宿大久保,本科,学生,,"FPS, roguelike, 二次元, 刷子类RPG, 卡拉OK, 去健身房, 吃好吃的, 听音乐, 打游戏, 玩游戏包括协作类PVE, 看动画",比较好商量，有主动能动性，积极发现解决问题，能和对方换位思考，不太喜欢吵架，偶尔喜欢抽象和逗人玩，能和大部分人搞好关系,,,,在东京，年龄相差不到5年，有一定上进心，有相近的爱好或专业追求，相对比较宅但有主观能动性，能互相鼓励安慰，有一定接话的情商，性格温和能换位思考，无烟瘾，真诚，原生家庭和睦，独生女更好,2002年出生，福建人，现居东京北新宿大久保，2022年来日，中央大学IT相关计算机科学专业2024年入学，ESFJ性格，对宠物过敏，不抽烟不喝酒，原生家庭和睦，独生子，日语水平N1
